"occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus_reso","late_interval"
"599495","occurrence",NA,"63631","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.119720","43.195278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599496","occurrence",NA,"63632","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.705833","43.257221","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599497","occurrence",NA,"63633","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.784447","43.228333","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599498","occurrence",NA,"63634","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.884720","43.314720","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599499","occurrence",NA,"63635","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.139999","43.517776","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599500","occurrence",NA,"63636","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.140282","43.503334","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599501","occurrence",NA,"63637","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.140556","43.296944","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599502","occurrence",NA,"63638","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.528893","42.897499","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599503","occurrence",NA,"63639","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.430832","42.997223","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599504","occurrence",NA,"63640","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.431664","43.028057","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599505","occurrence",NA,"63641","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.302223","41.934166","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599506","occurrence",NA,"63642","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.089996","43.320557","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599507","occurrence",NA,"63643","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.100281","43.493889","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599508","occurrence",NA,"63644","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.621109","43.275555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599509","occurrence",NA,"63645","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.861664","43.186390","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599510","occurrence",NA,"63646","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.032501","42.829723","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599511","occurrence",NA,"63647","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.176941","42.990276","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599512","occurrence",NA,"63648","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.987778","42.722500","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599513","occurrence",NA,"63649","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.235832","43.093613","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599514","occurrence",NA,"63650","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.059998","43.079723","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599515","occurrence",NA,"63651","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.611946","43.501389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599516","occurrence",NA,"63652","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.181114","43.535278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599517","occurrence",NA,"63653","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.224998","43.636112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599518","occurrence",NA,"63655","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.833885","42.251945","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599520","occurrence",NA,"63656","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.869720","42.164165","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599521","occurrence",NA,"63657","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.239998","42.248611","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599522","occurrence",NA,"63658","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.127502","42.371387","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599523","occurrence",NA,"63659","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.964165","42.231945","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599526","occurrence",NA,"63661","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.865829","42.218887","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599527","occurrence",NA,"63662","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.806946","42.205833","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599528","occurrence",NA,"63663","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.786392","42.176945","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599529","occurrence",NA,"63664","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.785835","42.147778","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599530","occurrence",NA,"63665","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.863892","42.131668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599535","occurrence",NA,"63666","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.882225","42.117222","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599536","occurrence",NA,"63668","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.842781","42.088612","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599537","occurrence",NA,"63669","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.628334","42.106110","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599552","occurrence",NA,"63670","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.180557","42.206669","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599553","occurrence",NA,"63671","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.197777","42.162777","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599554","occurrence",NA,"63672","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.233055","42.103333","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599747","occurrence",NA,"63705","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18302;18302","-83.780556","42.201111","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599748","occurrence",NA,"63706","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18303;18303","-85.447502","42.885277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599749","occurrence",NA,"63707","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18304;18304","-83.209999","42.640556","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"610357","occurrence",NA,"65405","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","18853;18853","-80.292503","32.559166","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"689845","occurrence",NA,"74142","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","24885;24885","-85.866669","41.266666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"690427","occurrence",NA,"74236","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","24936;24936","-82.566666","36.549999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"690431","occurrence",NA,"74239","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","24936;24936","-82.949997","36.433334","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"690451","occurrence",NA,"74241","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","24936;24936","-83.500000","36.133331","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"690455","occurrence",NA,"74243","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","24936;24936","-83.916664","35.966667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"690481","occurrence",NA,"74246","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","24936;24936","-84.099998","36.150002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"698943","occurrence",NA,"75053","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","25319;25319","-101.783333","37.566666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"740567","occurrence",NA,"79632","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","26749;26749","-98.462502","29.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"750046","occurrence",NA,"80234","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","26822;26822","-80.156670","32.956112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"768230","occurrence",NA,"82056","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","27182;27182","-87.303329","32.365555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"768231","occurrence",NA,"82057","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","27182;27182","-87.881668","32.523335","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"774085","occurrence",NA,"83056","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","1846;1846","-95.666664","39.066666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"774121","occurrence",NA,"83069","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","27902;27902","-97.400002","37.766666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"788258","occurrence",NA,"85137","Elephas imperator","species","370389","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","28647;28647","-96.416664","30.566668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Elephas","imperator",NA,NA
"788259","occurrence",NA,"85137","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","28647;28647","-96.416664","30.566668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"838779","occurrence",NA,"93103","Mammut americanus","species","160931","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","3185;3185","-96.707497","32.714722","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanus",NA,NA
"839088","occurrence",NA,"93142","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","31473;31473","-98.255836","30.265278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"841166","occurrence",NA,"93246","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","31522;31522","-103.199997","32.116669","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"841982","occurrence",NA,"93377","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0","31597;31597","-106.400002","35.258331","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,"Holocene"
"842288","occurrence",NA,"93486","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","31631;31631","-90.166664","38.900002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"842420","occurrence",NA,"93507","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","31642;31642","-93.237778","44.093056","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"842429","occurrence",NA,"93516","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","31642;31642","-92.806114","45.056389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"843315","occurrence",NA,"93676","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","31763;31763","-90.366669","38.366669","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"843322","occurrence",NA,"93677","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","31764;31764","-123.116669","48.049999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"874095","occurrence",NA,"77596","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","33085;33085","-81.540001","31.191944","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"874103","occurrence",NA,"96899","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","33085;33085","-81.503891","31.221111","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"903345","occurrence",NA,"101393","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","34581;34581","-89.933334","35.516666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"903346","occurrence","23648","101394","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","34583;34583","-82.966667","40.808334","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"903351","occurrence",NA,"101395","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","34583;34583","-80.766670","32.216667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"903352","occurrence",NA,"101396","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","34583;34583","-80.133331","32.700001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"915382","occurrence",NA,"104046","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","15425;15425","-81.003334","29.207500","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"915920","occurrence",NA,"104797","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35005;35005","-78.388885","40.427223","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919158","occurrence",NA,"104032","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-81.762497","36.716946","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919265","occurrence",NA,"104039","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-77.303368","37.290398","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919280","occurrence",NA,"104042","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-79.993889","37.793331","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919303","occurrence",NA,"104045","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-76.287498","36.768333","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919345","occurrence",NA,"104665","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-78.956947","38.463890","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919413","occurrence",NA,"104673","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","1461;1461","-78.136665","39.230278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919418","occurrence",NA,"104674","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-79.693611","38.113056","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919550","occurrence",NA,"103358","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","25320;25320","-81.769165","36.957500","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919605","occurrence",NA,"104697","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-79.570274","38.332222","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919622","occurrence",NA,"104701","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0","1461;1461","-81.558609","36.882221","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,"Holocene"
"919625","occurrence",NA,"104702","Mammut americanum","species","47865","Mammut americanum","species","47865","Holocene","0.0117","0","1461;1461","-78.137497","38.898609","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"919639","occurrence",NA,"104710","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","1461;1461","-76.625557","37.235558","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"935470","occurrence",NA,"73691","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35841;35841","-138.916672","69.566666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"935981","occurrence",NA,"107908","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.000000","40.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"936223","occurrence",NA,"107994","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.333336","40.166668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"937212","occurrence",NA,"108251","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","35918;35918","-80.676941","37.313332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"937267","occurrence",NA,"108274","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-66.050003","41.683334","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"937268","occurrence",NA,"73684","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-66.183334","41.533333","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"937269","occurrence",NA,"108275","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.900002","40.266666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938110","occurrence",NA,"108416","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.000000","40.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938111","occurrence",NA,"108417","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.083336","39.833332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938112","occurrence",NA,"108418","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.250000","39.833332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938128","occurrence",NA,"108419","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.933334","39.766666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938129","occurrence",NA,"108420","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.500000","39.750000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938130","occurrence",NA,"108421","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.199997","39.716667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938131","occurrence",NA,"108422","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-72.783333","39.700001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
